jobId,executionId,jobName,startedTick,finishedTick,ticks,startedAt,finishedAt
e86034d3-3e9a-4e9b-bf8b-9b4c89a14d77,dccd84f6-6aee-4ba5-82a3-c5262c132b78,Job 13,1,16,15,2024-04-28T16:03:27.036Z,2024-04-28T16:03:56.003Z
349e28bc-72bb-4a43-98e9-2f9ea6c107d4,5708e266-cfbc-47d5-b7ad-234f0e34cefb,Job 4,1,16,15,2024-04-28T16:03:27.039Z,2024-04-28T16:03:56.008Z
8f8931aa-0dfa-452c-ad4f-ef17772d7ef3,d453df0f-3c78-40f2-ba90-ccc353b73a34,Job 5,1,16,15,2024-04-28T16:03:27.042Z,2024-04-28T16:03:56.009Z
ad31b62e-90af-4ee8-99a7-38b0f222622d,87c7b8b6-906a-4b51-bc99-8b5ac862bded,Job 6,1,16,15,2024-04-28T16:03:27.045Z,2024-04-28T16:03:56.010Z
349e28bc-72bb-4a43-98e9-2f9ea6c107d4,0eabd4df-8e79-4ba9-a416-ed64a2eb1d3a,Job 4,16,32,16,2024-04-28T16:03:57.016Z,2024-04-28T16:04:28.002Z
ad31b62e-90af-4ee8-99a7-38b0f222622d,36c6ca9e-c351-4709-b9a3-211524a9ba24,Job 6,16,32,16,2024-04-28T16:03:57.018Z,2024-04-28T16:04:28.007Z
349e28bc-72bb-4a43-98e9-2f9ea6c107d4,71d74fc9-1583-4b19-8c48-4b1275c1d0e5,Job 4,32,47,15,2024-04-28T16:04:29.019Z,2024-04-28T16:04:58.003Z
8f8931aa-0dfa-452c-ad4f-ef17772d7ef3,ee4f627b-c231-4d7f-a266-508fdd412ebb,Job 5,32,47,15,2024-04-28T16:04:29.021Z,2024-04-28T16:04:58.006Z
c40c6257-eec0-4ddd-bb4a-2a78e62ad63c,803c42dc-65e1-4ff9-8ba7-3dc69171ce26,Job 14,47,62,15,2024-04-28T16:04:59.021Z,2024-04-28T16:05:28.003Z
0d753f2a-4c4a-4887-928a-4d032b44120b,4a51a51f-2393-4a3b-8944-9d753311d9e7,Job 7,47,62,15,2024-04-28T16:04:59.023Z,2024-04-28T16:05:28.005Z
e3ce0817-2855-4530-aca9-d618a16be1df,2d14e199-bdba-4e6a-8f9a-13117cb2c37b,Job 8,47,62,15,2024-04-28T16:04:59.025Z,2024-04-28T16:05:28.007Z
aae3e4c5-3321-495b-8ec0-399feebcd055,506367e4-d9f2-4616-ad08-8c1527b0adca,Job 9,47,62,15,2024-04-28T16:04:59.027Z,2024-04-28T16:05:28.008Z
24782e43-4b95-49e1-a328-071f3eea1a67,999aefb7-9039-4c37-9f51-8b38a4bda683,Job 1,47,64,17,2024-04-28T16:04:59.029Z,2024-04-28T16:05:32.002Z
ad31b62e-90af-4ee8-99a7-38b0f222622d,afcd5b63-d02a-4883-af3d-f48278365c1a,Job 6,62,77,15,2024-04-28T16:05:29.031Z,2024-04-28T16:05:58.003Z
0d753f2a-4c4a-4887-928a-4d032b44120b,7c55c33a-37a4-4b7d-879b-b80db9d0d0ec,Job 7,62,77,15,2024-04-28T16:05:29.038Z,2024-04-28T16:05:58.008Z
e3ce0817-2855-4530-aca9-d618a16be1df,2e6c7771-4406-4f90-80bc-ed1cf4040541,Job 8,62,77,15,2024-04-28T16:05:29.043Z,2024-04-28T16:05:58.009Z
aae3e4c5-3321-495b-8ec0-399feebcd055,015214bd-2de5-4c69-850c-cbb6b03ac3c7,Job 9,62,77,15,2024-04-28T16:05:29.047Z,2024-04-28T16:05:58.011Z
349e28bc-72bb-4a43-98e9-2f9ea6c107d4,b4022791-b7ef-49d6-83d2-e99708a77642,Job 4,77,92,15,2024-04-28T16:05:59.018Z,2024-04-28T16:06:28.002Z
7d9d69e1-369f-4d3f-af22-88f8919367f2,d1330167-00c5-4871-9486-0a30f6da0d6e,Job 10,77,94,17,2024-04-28T16:05:59.016Z,2024-04-28T16:06:32.002Z
e86034d3-3e9a-4e9b-bf8b-9b4c89a14d77,51e6f319-99eb-4bd8-8c4e-7fc43fcd2291,Job 13,94,109,15,2024-04-28T16:06:33.007Z,2024-04-28T16:07:02.003Z
349e28bc-72bb-4a43-98e9-2f9ea6c107d4,f2022ca3-eb3c-4b07-ae41-95397ba3d4d3,Job 4,94,109,15,2024-04-28T16:06:33.012Z,2024-04-28T16:07:02.007Z
24782e43-4b95-49e1-a328-071f3eea1a67,9e857613-1b1e-40bd-a1d1-db0a2d6c7f90,Job 1,94,110,16,2024-04-28T16:06:33.009Z,2024-04-28T16:07:04.003Z
