jobId,executionId,jobName,startedTick,finishedTick,ticks,startedAt,finishedAt
1bf09a6c-40fa-470c-87a8-ebc542724e8b,21ac09fe-f72e-4426-8a9c-7071462a2772,Job 12,5,3,3,2024-04-28T12:59:55.036Z,2024-04-28T13:00:00.004Z
aea65ad1-f314-4b84-9f13-fb58b4a8a3cf,4c123d6c-19b7-46f9-a428-8feb8ef8a675,Job 9,5,3,3,2024-04-28T12:59:55.039Z,2024-04-28T13:00:00.010Z
53553841-a3df-4876-a822-98b8bdeefc15,10a4387d-5db8-4659-8f71-5d7bb6cbdb62,Job 14,5,28,28,2024-04-28T12:59:55.031Z,2024-04-28T13:00:50.004Z
79674067-bb8b-47a2-85ce-4a2163b2bd22,0f505dff-34eb-4192-9662-0217201285a1,Job 4,5,34,34,2024-04-28T12:59:55.034Z,2024-04-28T13:01:02.003Z
6f6ef000-e379-4031-877b-aaf79575dea6,56441370-417b-456e-b248-e984dc441ad1,Job 10,33,28,28,2024-04-28T13:00:51.017Z,2024-04-28T13:01:46.003Z
4a7cbf36-965f-4e65-91c0-cb32b97cddf3,62baa965-5b8f-4fdb-acd2-a05c52a6e91e,Job 1,61,8,8,2024-04-28T13:01:47.020Z,2024-04-28T13:02:02.003Z
270adef6-5c79-4eaa-896f-07bebe6a6459,59298fe8-5c40-498c-8ff7-5ff48dd8bf11,Job 5,61,10,10,2024-04-28T13:01:47.022Z,2024-04-28T13:02:06.002Z
209766dd-f3a1-4251-a25c-0f77c07be4c3,960d7240-e477-43bd-b780-6831549455ce,Job 3,61,29,29,2024-04-28T13:01:47.025Z,2024-04-28T13:02:44.003Z
ed9132e0-a1bb-4daf-8214-5f779c75facc,28e66a17-eeb4-478b-8883-0dfec2c3a9a9,Job 6,91,3,3,2024-04-28T13:02:47.019Z,2024-04-28T13:02:52.003Z
14a83f79-310d-4037-ae2e-a475a37c287c,ee94ddfa-b77c-4d30-aba9-0ca3e2df46ba,Job 13,61,42,42,2024-04-28T13:01:47.018Z,2024-04-28T13:03:10.003Z
aea65ad1-f314-4b84-9f13-fb58b4a8a3cf,9d0eb7ad-0714-41c2-9629-5e51d92fbf2f,Job 9,90,30,30,2024-04-28T13:02:45.016Z,2024-04-28T13:03:44.002Z
ac8ca1b8-17e6-4f05-9008-054ffef8760b,ff290e65-1038-4f6a-8dbc-bc4c3a2c3cb5,Job 11,91,34,34,2024-04-28T13:02:47.017Z,2024-04-28T13:03:54.003Z
1bf09a6c-40fa-470c-87a8-ebc542724e8b,386e7def-b32d-456c-8fe2-2d274d80d45b,Job 12,112,15,15,2024-04-28T13:03:29.015Z,2024-04-28T13:03:58.003Z
