timestamp,tick,usedNodes,freeNodes
2024-04-29T08:55:10.008Z,1,0,100
2024-04-29T08:55:12.004Z,2,0,100
2024-04-29T08:55:14.005Z,3,0,100
2024-04-29T08:55:16.004Z,4,0,100
2024-04-29T08:55:18.004Z,5,0,100
2024-04-29T08:55:20.004Z,6,0,100
2024-04-29T08:55:22.001Z,7,0,100
2024-04-29T08:55:24.003Z,8,3,97
2024-04-29T08:55:26.003Z,9,8,92
2024-04-29T08:55:28.003Z,10,13,87
2024-04-29T08:55:30.002Z,11,23,77
2024-04-29T08:55:32.001Z,12,26,74
2024-04-29T08:55:34.002Z,13,29,71
2024-04-29T08:55:36.002Z,14,34,66
2024-04-29T08:55:38.002Z,15,34,66
2024-04-29T08:55:40.004Z,16,34,66
2024-04-29T08:55:42.002Z,17,34,66
2024-04-29T08:55:44.003Z,18,34,66
2024-04-29T08:55:46.002Z,19,34,66
2024-04-29T08:55:48.003Z,20,34,66
2024-04-29T08:55:50.003Z,21,34,66
2024-04-29T08:55:52.020Z,22,31,69
2024-04-29T08:55:54.002Z,23,41,59
2024-04-29T08:55:56.002Z,24,41,59
2024-04-29T08:55:58.017Z,25,31,69
2024-04-29T08:56:00.027Z,26,33,67
2024-04-29T08:56:02.020Z,27,31,69
2024-04-29T08:56:04.003Z,28,36,64
2024-04-29T08:56:06.002Z,29,36,64
2024-04-29T08:56:08.002Z,30,36,64
2024-04-29T08:56:10.002Z,31,36,64
2024-04-29T08:56:12.003Z,32,36,64
2024-04-29T08:56:14.001Z,33,36,64
2024-04-29T08:56:16.003Z,34,36,64
2024-04-29T08:56:18.002Z,35,36,64
2024-04-29T08:56:20.004Z,36,36,64
2024-04-29T08:56:22.003Z,37,36,64
2024-04-29T08:56:24.002Z,38,36,64
2024-04-29T08:56:26.003Z,39,36,64
2024-04-29T08:56:28.017Z,40,26,74
2024-04-29T08:56:30.003Z,41,36,64
2024-04-29T08:56:32.002Z,42,41,59
2024-04-29T08:56:34.002Z,43,41,59
2024-04-29T08:56:36.023Z,44,38,62
2024-04-29T08:56:38.002Z,45,38,62
2024-04-29T08:56:40.002Z,46,38,62
2024-04-29T08:56:42.001Z,47,38,62
2024-04-29T08:56:44.003Z,48,38,62
2024-04-29T08:56:46.003Z,49,38,62
