timestamp,tick,usedNodes,freeNodes
2024-04-28T18:20:02.002Z,1,0,100
2024-04-28T18:20:04.002Z,2,0,100
2024-04-28T18:20:06.002Z,3,0,100
2024-04-28T18:20:08.002Z,4,90,10
2024-04-28T18:20:10.004Z,5,90,10
2024-04-28T18:20:12.003Z,6,90,10
2024-04-28T18:20:14.002Z,7,90,10
2024-04-28T18:20:16.003Z,8,90,10
2024-04-28T18:20:18.003Z,9,90,10
2024-04-28T18:20:20.004Z,10,90,10
2024-04-28T18:20:22.002Z,11,90,10
2024-04-28T18:20:24.003Z,12,90,10
2024-04-28T18:20:26.003Z,13,90,10
2024-04-28T18:20:28.003Z,14,90,10
2024-04-28T18:20:30.001Z,15,90,10
2024-04-28T18:20:32.001Z,16,90,10
2024-04-28T18:20:34.003Z,17,90,10
2024-04-28T18:20:36.009Z,18,70,30
2024-04-28T18:20:38.001Z,19,70,30
2024-04-28T18:20:40.002Z,20,70,30
2024-04-28T18:20:42.002Z,21,100,0
2024-04-28T18:20:44.004Z,22,30,70
2024-04-28T18:20:46.003Z,23,100,0
2024-04-28T18:20:48.002Z,24,100,0
2024-04-28T18:20:50.003Z,25,100,0
2024-04-28T18:20:52.002Z,26,100,0
2024-04-28T18:20:54.002Z,27,100,0
2024-04-28T18:20:56.002Z,28,100,0
2024-04-28T18:20:58.002Z,29,100,0
2024-04-28T18:21:00.002Z,30,100,0
2024-04-28T18:21:02.003Z,31,100,0
2024-04-28T18:21:04.002Z,32,100,0
2024-04-28T18:21:06.002Z,33,100,0
2024-04-28T18:21:08.003Z,34,100,0
2024-04-28T18:21:10.010Z,35,90,10
2024-04-28T18:21:12.002Z,36,70,30
2024-04-28T18:21:14.019Z,37,20,80
2024-04-28T18:21:16.005Z,38,70,30
2024-04-28T18:21:18.003Z,39,70,30
2024-04-28T18:21:20.002Z,40,70,30
2024-04-28T18:21:22.002Z,41,70,30
2024-04-28T18:21:24.002Z,42,70,30
2024-04-28T18:21:26.002Z,43,70,30
2024-04-28T18:21:28.003Z,44,70,30
2024-04-28T18:21:30.003Z,45,70,30
2024-04-28T18:21:32.002Z,46,70,30
2024-04-28T18:21:34.001Z,47,70,30
2024-04-28T18:21:36.002Z,48,70,30
2024-04-28T18:21:38.002Z,49,70,30
2024-04-28T18:21:40.003Z,50,70,30
2024-04-28T18:21:42.002Z,51,70,30
2024-04-28T18:21:44.005Z,52,60,40
2024-04-28T18:21:46.004Z,53,80,20
2024-04-28T18:21:48.010Z,54,30,70
2024-04-28T18:21:50.001Z,55,90,10
2024-04-28T18:21:52.002Z,56,90,10
2024-04-28T18:21:54.003Z,57,90,10
2024-04-28T18:21:56.003Z,58,90,10
2024-04-28T18:21:58.002Z,59,90,10
2024-04-28T18:22:00.003Z,60,90,10
2024-04-28T18:22:02.003Z,61,90,10
2024-04-28T18:22:04.003Z,62,90,10
2024-04-28T18:22:06.002Z,63,90,10
2024-04-28T18:22:08.002Z,64,90,10
2024-04-28T18:22:10.003Z,65,90,10
2024-04-28T18:22:12.002Z,66,90,10
2024-04-28T18:22:14.008Z,67,80,20
2024-04-28T18:22:16.007Z,68,60,40
2024-04-28T18:22:18.002Z,69,90,10
2024-04-28T18:22:20.002Z,70,90,10
2024-04-28T18:22:22.001Z,71,90,10
2024-04-28T18:22:24.003Z,72,90,10
2024-04-28T18:22:26.008Z,73,70,30
2024-04-28T18:22:28.004Z,74,40,60
2024-04-28T18:22:30.002Z,75,100,0
2024-04-28T18:22:32.003Z,76,100,0
2024-04-28T18:22:34.003Z,77,100,0
2024-04-28T18:22:36.001Z,78,100,0
2024-04-28T18:22:38.002Z,79,100,0
2024-04-28T18:22:40.001Z,80,100,0
2024-04-28T18:22:42.003Z,81,100,0
2024-04-28T18:22:44.001Z,82,100,0
2024-04-28T18:22:46.005Z,83,70,30
2024-04-28T18:22:48.002Z,84,70,30
2024-04-28T18:22:50.003Z,85,70,30
2024-04-28T18:22:52.002Z,86,70,30
2024-04-28T18:22:54.001Z,87,70,30
2024-04-28T18:22:56.002Z,88,70,30
2024-04-28T18:22:58.006Z,89,0,100
2024-04-28T18:23:00.003Z,90,50,50
2024-04-28T18:23:02.002Z,91,80,20
2024-04-28T18:23:04.003Z,92,80,20
2024-04-28T18:23:06.003Z,93,80,20
2024-04-28T18:23:08.003Z,94,80,20
2024-04-28T18:23:10.002Z,95,80,20
2024-04-28T18:23:12.002Z,96,80,20
2024-04-28T18:23:14.001Z,97,80,20
2024-04-28T18:23:16.001Z,98,80,20
2024-04-28T18:23:18.002Z,99,80,20
2024-04-28T18:23:20.002Z,100,80,20
2024-04-28T18:23:22.001Z,101,80,20
2024-04-28T18:23:24.001Z,102,80,20
2024-04-28T18:23:26.003Z,103,80,20
2024-04-28T18:23:28.008Z,104,70,30
2024-04-28T18:23:30.002Z,105,70,30
2024-04-28T18:23:32.003Z,106,70,30
2024-04-28T18:23:34.008Z,107,40,60
2024-04-28T18:23:36.009Z,108,0,100
