timestamp,tick,usedNodes,freeNodes
2024-04-29T07:46:02.003Z,1,0,100
2024-04-29T07:46:04.002Z,2,0,100
2024-04-29T07:46:06.002Z,3,0,100
2024-04-29T07:46:08.001Z,4,0,100
2024-04-29T07:46:10.004Z,5,0,100
2024-04-29T07:46:12.004Z,6,0,100
2024-04-29T07:46:14.002Z,7,0,100
2024-04-29T07:46:16.004Z,8,0,100
2024-04-29T07:46:18.003Z,9,0,100
2024-04-29T07:46:20.004Z,10,0,100
2024-04-29T07:46:22.001Z,11,0,100
2024-04-29T07:46:24.002Z,12,0,100
2024-04-29T07:46:26.003Z,13,0,100
2024-04-29T07:46:28.002Z,14,0,100
2024-04-29T07:46:30.003Z,15,0,100
2024-04-29T07:46:32.002Z,16,0,100
2024-04-29T07:46:34.002Z,17,0,100
2024-04-29T07:46:36.003Z,18,0,100
2024-04-29T07:46:38.003Z,19,0,100
2024-04-29T07:46:40.003Z,20,0,100
2024-04-29T07:46:42.002Z,21,0,100
2024-04-29T07:46:44.002Z,22,0,100
2024-04-29T07:46:46.002Z,23,0,100
2024-04-29T07:46:48.002Z,24,0,100
2024-04-29T07:46:50.002Z,25,0,100
2024-04-29T07:46:52.003Z,26,0,100
2024-04-29T07:46:54.002Z,27,0,100
2024-04-29T07:46:56.001Z,28,0,100
2024-04-29T07:46:58.003Z,29,0,100
2024-04-29T07:47:00.002Z,30,0,100
2024-04-29T07:47:02.003Z,31,115,-15
2024-04-29T07:47:04.003Z,32,115,-15
2024-04-29T07:47:06.003Z,33,115,-15
2024-04-29T07:47:08.003Z,34,115,-15
2024-04-29T07:47:10.003Z,35,115,-15
2024-04-29T07:47:12.003Z,36,115,-15
2024-04-29T07:47:14.004Z,37,115,-15
2024-04-29T07:47:16.002Z,38,115,-15
2024-04-29T07:47:18.003Z,39,115,-15
2024-04-29T07:47:20.002Z,40,115,-15
2024-04-29T07:47:22.003Z,41,115,-15
2024-04-29T07:47:24.003Z,42,115,-15
2024-04-29T07:47:26.001Z,43,115,-15
2024-04-29T07:47:28.004Z,44,115,-15
2024-04-29T07:47:30.074Z,45,39,61
2024-04-29T07:47:32.047Z,46,21,79
2024-04-29T07:47:34.009Z,47,18,82
2024-04-29T07:47:36.002Z,48,18,82
2024-04-29T07:47:38.002Z,49,18,82
2024-04-29T07:47:40.009Z,50,8,92
2024-04-29T07:47:42.013Z,51,3,97
2024-04-29T07:47:44.001Z,52,3,97
2024-04-29T07:47:46.003Z,53,3,97
2024-04-29T07:47:48.003Z,54,3,97
2024-04-29T07:47:50.002Z,55,3,97
2024-04-29T07:47:52.003Z,56,3,97
2024-04-29T07:47:54.003Z,57,3,97
2024-04-29T07:47:56.001Z,58,3,97
2024-04-29T07:47:58.002Z,59,3,97
2024-04-29T07:48:00.011Z,60,0,100
2024-04-29T07:48:02.002Z,61,0,100
2024-04-29T07:48:04.002Z,62,0,100
2024-04-29T07:48:06.002Z,63,0,100
2024-04-29T07:48:08.002Z,64,0,100
