timestamp,tick,usedNodes,freeNodes
2024-04-10T08:28:06.003Z,1,0,100
2024-04-10T08:28:08.003Z,2,0,100
2024-04-10T08:28:10.003Z,3,0,100
2024-04-10T08:28:12.003Z,4,0,100
2024-04-10T08:28:14.005Z,5,0,100
2024-04-10T08:28:16.004Z,6,0,100
2024-04-10T08:28:18.002Z,7,0,100
2024-04-10T08:28:20.005Z,8,20,80
2024-04-10T08:28:22.002Z,9,90,10
2024-04-10T08:28:24.003Z,10,90,10
2024-04-10T08:28:26.003Z,11,90,10
2024-04-10T08:28:28.003Z,12,90,10
2024-04-10T08:28:30.001Z,13,90,10
2024-04-10T08:28:32.002Z,14,90,10
2024-04-10T08:28:34.002Z,15,20,80
2024-04-10T08:28:36.002Z,16,50,50
2024-04-10T08:28:38.003Z,17,50,50
2024-04-10T08:28:40.003Z,18,60,40
2024-04-10T08:28:42.002Z,19,70,30
2024-04-10T08:28:44.005Z,20,70,30
2024-04-10T08:28:46.003Z,21,70,30
2024-04-10T08:28:48.002Z,22,70,30
2024-04-10T08:28:50.002Z,23,70,30
2024-04-10T08:28:52.001Z,24,70,30
2024-04-10T08:28:54.002Z,25,70,30
2024-04-10T08:28:56.002Z,26,70,30
2024-04-10T08:28:58.003Z,27,30,70
2024-04-10T08:29:00.003Z,28,70,30
2024-04-10T08:29:02.002Z,29,70,30
2024-04-10T08:29:04.002Z,30,70,30
2024-04-10T08:29:06.002Z,31,70,30
2024-04-10T08:29:08.002Z,32,70,30
2024-04-10T08:29:10.003Z,33,70,30
2024-04-10T08:29:12.003Z,34,70,30
2024-04-10T08:29:14.003Z,35,60,40
2024-04-10T08:29:16.002Z,36,60,40
2024-04-10T08:29:18.003Z,37,60,40
2024-04-10T08:29:20.003Z,38,70,30
2024-04-10T08:29:22.003Z,39,90,10
2024-04-10T08:29:24.003Z,40,70,30
2024-04-10T08:29:26.003Z,41,70,30
2024-04-10T08:29:28.003Z,42,70,30
2024-04-10T08:29:30.002Z,43,70,30
2024-04-10T08:29:32.002Z,44,70,30
2024-04-10T08:29:34.003Z,45,70,30
2024-04-10T08:29:36.002Z,46,70,30
2024-04-10T08:29:38.002Z,47,70,30
2024-04-10T08:29:40.002Z,48,70,30
2024-04-10T08:29:42.002Z,49,70,30
2024-04-10T08:29:44.002Z,50,70,30
2024-04-10T08:29:46.002Z,51,70,30
2024-04-10T08:29:48.003Z,52,70,30
2024-04-10T08:29:50.003Z,53,30,70
2024-04-10T08:29:52.003Z,54,50,50
2024-04-10T08:29:54.003Z,55,50,50
2024-04-10T08:29:56.003Z,56,50,50
2024-04-10T08:29:58.003Z,57,30,70
2024-04-10T08:30:00.003Z,58,80,20
2024-04-10T08:30:02.003Z,59,80,20
2024-04-10T08:30:04.003Z,60,80,20
2024-04-10T08:30:06.002Z,61,80,20
2024-04-10T08:30:08.002Z,62,80,20
2024-04-10T08:30:10.001Z,63,60,40
2024-04-10T08:30:12.002Z,64,60,40
2024-04-10T08:30:14.003Z,65,60,40
2024-04-10T08:30:16.003Z,66,60,40
2024-04-10T08:30:18.002Z,67,60,40
2024-04-10T08:30:20.003Z,68,60,40
2024-04-10T08:30:22.002Z,69,60,40
2024-04-10T08:30:24.002Z,70,60,40
2024-04-10T08:30:26.002Z,71,60,40
2024-04-10T08:30:28.003Z,72,60,40
2024-04-10T08:30:30.002Z,73,60,40
2024-04-10T08:30:32.002Z,74,60,40
2024-04-10T08:30:34.002Z,75,60,40
2024-04-10T08:30:36.002Z,76,60,40
2024-04-10T08:30:38.001Z,77,60,40
2024-04-10T08:30:40.001Z,78,60,40
2024-04-10T08:30:42.001Z,79,60,40
2024-04-10T08:30:44.002Z,80,60,40
2024-04-10T08:30:46.002Z,81,60,40
2024-04-10T08:30:48.001Z,82,60,40
2024-04-10T08:30:50.002Z,83,60,40
2024-04-10T08:30:52.001Z,84,60,40
2024-04-10T08:30:54.002Z,85,0,100
2024-04-10T08:30:56.002Z,86,40,60
2024-04-10T08:30:58.002Z,87,50,50
2024-04-10T08:31:00.002Z,88,50,50
2024-04-10T08:31:02.002Z,89,50,50
2024-04-10T08:31:04.003Z,90,50,50
2024-04-10T08:31:06.001Z,91,50,50
2024-04-10T08:31:08.002Z,92,50,50
2024-04-10T08:31:10.002Z,93,50,50
2024-04-10T08:31:12.002Z,94,50,50
2024-04-10T08:31:14.001Z,95,50,50
2024-04-10T08:31:16.000Z,96,50,50
2024-04-10T08:31:18.002Z,97,50,50
2024-04-10T08:31:20.001Z,98,50,50
2024-04-10T08:31:22.001Z,99,80,20
2024-04-10T08:31:24.002Z,100,80,20
2024-04-10T08:31:26.003Z,101,80,20
2024-04-10T08:31:28.001Z,102,80,20
2024-04-10T08:31:30.002Z,103,70,30
2024-04-10T08:31:32.002Z,104,40,60
2024-04-10T08:31:34.002Z,105,40,60
2024-04-10T08:31:36.002Z,106,40,60
2024-04-10T08:31:38.002Z,107,40,60
2024-04-10T08:31:40.001Z,108,40,60
2024-04-10T08:31:42.003Z,109,40,60
2024-04-10T08:31:44.002Z,110,40,60
2024-04-10T08:31:46.002Z,111,0,100
2024-04-10T08:31:48.003Z,112,0,100
2024-04-10T08:31:50.002Z,113,0,100
2024-04-10T08:31:52.002Z,114,0,100
2024-04-10T08:31:54.001Z,115,0,100
2024-04-10T08:31:56.002Z,116,0,100
2024-04-10T08:31:58.002Z,117,0,100
2024-04-10T08:32:00.003Z,118,30,70
2024-04-10T08:32:02.002Z,119,30,70
2024-04-10T08:32:04.001Z,120,30,70
2024-04-10T08:32:06.001Z,121,30,70
2024-04-10T08:32:08.002Z,122,30,70
2024-04-10T08:32:10.003Z,123,30,70
2024-04-10T08:32:12.001Z,124,30,70
2024-04-10T08:32:14.002Z,125,30,70
2024-04-10T08:32:16.001Z,126,30,70
2024-04-10T08:32:18.002Z,127,30,70
2024-04-10T08:32:20.003Z,128,30,70
2024-04-10T08:32:22.003Z,129,30,70
2024-04-10T08:32:24.003Z,130,30,70
2024-04-10T08:32:26.002Z,131,30,70
2024-04-10T08:32:28.001Z,132,30,70
2024-04-10T08:32:30.001Z,133,30,70
2024-04-10T08:32:32.002Z,134,30,70
2024-04-10T08:32:34.003Z,135,30,70
2024-04-10T08:32:36.001Z,136,0,100
2024-04-10T08:32:38.000Z,137,0,100
